madc,signal,histogram
188.42,57.27,131.15
248.08,95.43,152.64
292.06,134.76,157.3
313.99,170.61,143.39
320.09,200.5,119.59
330.51,226.51,104.01
382.31,257.67,124.64
444.89,295.11,149.78
533.52,342.79,190.73
570.54,388.34,182.2
600.44,430.76,169.68
620.26,468.66,151.6
630.18,500.96,129.21
621.35,525.04,96.3
602.47,540.53,61.94
618.12,556.05,62.08
625.18,569.87,55.31
570.64,570.03,0.62
518.97,559.82,-40.84
445.05,536.86,-91.81
386.01,506.69,-120.68
368.25,479.0,-110.75
387.89,460.78,-72.89
440.29,456.68,-16.39
481.63,461.67,19.96
442.58,457.85,-15.28
396.38,445.56,-49.18
341.22,424.69,-83.47
321.91,404.13,-82.23
263.94,376.09,-112.16
174.07,335.69,-161.62
111.65,290.88,-179.23
61.45,245.0,-183.54
35.86,203.17,-167.31
50.17,172.57,-122.4
43.11,146.68,-103.57
93.2,135.98,-42.78
112.44,131.27,-18.83
151.29,135.28,16.01
148.88,138.0,10.88
156.79,141.76,15.04
160.74,145.55,15.19
202.5,156.94,45.55
268.71,179.29,89.41
324.59,208.35,116.24
344.87,235.66,109.21
418.66,272.26,146.41
443.39,306.49,136.91
581.77,361.54,220.23
684.94,426.22,258.72
777.74,496.53,281.22
828.69,562.96,265.73
905.08,631.38,273.69
922.15,689.54,232.62
901.03,731.84,169.2
912.26,767.92,144.34
917.74,797.88,119.85
915.32,821.37,93.95
908.88,838.87,70.01
852.97,841.69,11.28
883.57,850.07,33.5
874.19,854.89,19.3
825.68,849.05,-23.37
778.34,834.91,-56.56
708.11,809.55,-101.44
652.37,778.11,-125.74
619.04,746.3,-127.26
603.21,717.68,-114.47
580.15,690.17,-110.03
597.75,671.69,-73.94
610.78,659.51,-48.73
663.92,660.39,3.53
631.53,654.62,-23.09
539.89,631.67,-91.78
424.55,590.25,-165.7
343.7,540.94,-197.24
276.73,488.1,-211.36
238.11,438.1,-199.99
229.78,396.43,-166.66
257.28,368.6,-111.32
323.38,359.56,-36.18
339.97,355.64,-15.67
351.12,354.74,-3.61
384.7,360.73,23.97
489.8,386.54,103.25
552.99,419.83,133.16
615.05,458.88,156.17
710.96,509.29,201.67
766.07,560.65,205.43
790.2,606.56,183.64
800.8,645.41,155.39
762.21,668.77,93.45
775.34,690.08,85.26
775.75,707.22,68.53
683.17,702.41,-19.24
582.9,678.51,-95.6
512.09,645.22,-133.13
493.27,614.83,-121.56
447.21,581.31,-134.09
393.5,543.75,-150.25
302.25,495.45,-193.2
249.85,446.33,-196.47
164.18,389.9,-225.72
73.39,326.6,-253.2
-21.45,256.99,-278.44
-11.24,203.34,-214.59
52.46,173.16,-120.71
105.38,159.61,-54.23
197.38,167.16,30.22
258.75,185.48,73.27
266.56,201.7,64.86
311.51,223.66,87.85
337.66,246.46,91.2
411.49,279.47,132.03
409.44,305.46,103.98
453.39,335.05,118.34
491.04,366.25,124.8
539.85,400.97,138.88
563.84,433.54,130.3
543.41,455.52,87.9
484.58,461.33,23.25
438.49,456.76,-18.27
407.92,446.99,-39.07
346.78,426.95,-80.17
332.28,408.02,-75.74
308.92,388.2,-79.28
255.94,361.74,-105.81
198.13,329.02,-130.89
153.56,293.93,-140.37
130.89,261.32,-130.43
94.4,227.94,-133.54
55.72,193.49,-137.78
-30.82,148.63,-179.45
-56.64,107.58,-164.21
-16.78,82.71,-99.49
47.36,75.64,-28.27
81.83,76.88,4.95
121.71,85.84,35.87
119.13,92.5,26.63
96.15,93.23,2.92
96.19,93.82,2.37
112.72,97.6,15.12
129.53,103.99,25.54
98.75,102.94,-4.19
49.34,92.22,-42.88
17.01,77.18,-60.17
9.11,63.57,-54.45
18.93,54.64,-35.71
14.33,46.58,-32.25
25.45,42.35,-16.9
66.76,47.23,19.52
105.58,58.9,46.68
148.87,76.9,71.98
327.67,127.05,200.62
496.05,200.85,295.2
627.29,286.14,341.15
723.22,373.55,349.66
777.47,454.34,323.13
806.05,524.68,281.37
829.42,585.63,243.79
879.2,644.34,234.86
904.08,696.29,207.79
952.48,747.53,204.96
1049.33,807.89,241.44
1073.59,861.03,212.56
1075.97,904.02,171.95
1072.94,937.8,135.14
1064.09,963.06,101.03
1030.71,976.59,54.12
991.24,979.52,11.72
972.56,978.13,-5.57
936.4,969.78,-33.38
880.71,951.97,-71.26
823.78,926.33,-102.55
731.45,887.36,-155.9
674.15,844.72,-170.56
633.25,802.42,-169.17
542.85,750.51,-207.66
467.05,693.82,-226.77
411.88,637.43,-225.55
325.04,574.95,-249.91
258.24,511.61,-253.37
177.38,444.76,-267.38
102.96,376.4,-273.45
54.11,311.94,-257.83
50.1,259.57,-209.47
29.91,213.64,-183.74
40.29,178.97,-138.68
33.37,149.85,-116.48
37.12,127.3,-90.19
-58.72,90.1,-148.82
-98.34,52.41,-150.75
-75.45,26.84,-102.29
-56.41,10.19,-66.6
-16.09,4.93,-21.03
-32.69,-2.59,-30.09
-105.97,-23.27,-82.7
-180.67,-54.75,-125.92
-316.25,-107.05,-209.2
-421.43,-169.93,-251.51
-649.79,-265.9,-383.89
-782.42,-369.2,-413.22
-893.73,-474.11,-419.62
-947.71,-568.83,-378.88
-946.02,-644.27,-301.75
-991.47,-713.71,-277.76
-1008.59,-772.68,-235.91
-1008.62,-819.87,-188.75
-1014.07,-858.71,-155.36
-1000.55,-887.08,-113.47
-942.14,-898.09,-44.05
-900.83,-898.64,-2.19
-832.06,-885.32,53.27
-814.24,-871.11,56.87
-833.4,-863.57,30.16
-959.89,-882.83,-77.06
-1017.51,-909.77,-107.74
-1043.4,-936.49,-106.9
-1075.3,-964.25,-111.05
-1076.45,-986.69,-89.76
-1090.74,-1007.5,-83.24
-1012.65,-1008.53,-4.12
-925.59,-991.94,66.36
-794.62,-952.48,157.86
-684.85,-898.95,214.1
-596.27,-838.42,242.15
-546.7,-780.07,233.37
-531.89,-730.44,198.55
-495.68,-683.49,187.8
-436.01,-633.99,197.98
-368.42,-580.88,212.45
-326.19,-529.94,203.75
-321.9,-488.33,166.43
-306.91,-452.05,145.13
-261.25,-413.89,152.64
-171.31,-365.37,194.07
-92.74,-310.85,218.1
-46.62,-258.0,211.38
42.48,-197.9,240.39
81.32,-142.06,223.38
92.07,-95.23,187.3
59.09,-64.37,123.46
10.93,-49.31,60.24
-21.92,-43.83,21.91
-16.9,-38.44,21.54
15.57,-27.64,43.21
2.08,-21.7,23.78
-12.16,-19.79,7.62
-103.95,-36.62,-67.33
-148.66,-59.03,-89.63
-201.85,-87.59,-114.26
-216.42,-113.36,-103.06
-229.0,-136.49,-92.51
-280.64,-165.32,-115.32
-287.5,-189.75,-97.74
-262.07,-204.22,-57.85
-217.83,-206.94,-10.89
-18.51,-169.25,150.75
161.15,-103.17,264.33
287.93,-24.95,312.88
440.8,68.2,372.6
544.14,163.39,380.75
669.03,264.52,404.52
760.43,363.7,396.73
832.59,457.48,375.11
875.94,541.17,334.77
877.23,608.38,268.85
875.23,661.75,213.48
876.26,704.65,171.61
863.29,736.38,126.91
799.03,748.91,50.12
711.81,741.49,-29.68
666.71,726.54,-59.82
633.37,707.9,-74.53
572.12,680.75,-108.63
508.11,646.22,-138.11
435.82,604.14,-168.32
375.56,558.42,-182.86
457.33,538.21,-80.88
480.04,526.57,-46.53
505.94,522.45,-16.51
438.32,505.62,-67.3
306.37,465.77,-159.4
216.67,415.95,-199.28
175.12,367.78,-192.66
118.84,318.0,-199.15
75.03,269.4,-194.37
-21.43,211.24,-232.66
-55.82,157.83,-213.64
-84.91,109.28,-194.19
-73.1,72.8,-145.91
-56.14,47.01,-103.15
-2.43,37.12,-39.56
21.93,34.09,-12.16
16.17,30.5,-14.33
51.69,34.74,16.95
75.89,42.97,32.92
116.63,57.7,58.93
166.96,79.55,87.41
205.97,104.84,101.14
188.73,121.61,67.11
208.96,139.08,69.88
241.7,159.61,82.09
255.68,178.82,76.86
264.08,195.87,68.21
262.52,209.2,53.32
260.43,219.45,40.98
219.59,219.48,0.12
207.14,217.01,-9.87
183.29,210.27,-26.98
124.89,193.19,-68.3
126.32,179.82,-53.5
132.75,170.4,-37.65
122.35,160.79,-38.44
98.32,148.3,-49.98
65.77,131.79,-66.02
33.28,112.09,-78.81
24.41,94.55,-70.14
21.83,80.01,-58.18
41.01,72.21,-31.2
64.24,70.61,-6.38
74.36,71.36,2.99
125.67,82.22,43.45
156.63,97.11,59.53
170.22,111.73,58.49
205.39,130.46,74.93
221.0,148.57,72.43
213.69,161.59,52.1
214.09,172.09,41.99
214.72,180.62,34.1
220.72,188.64,32.09
162.85,183.48,-20.63
132.31,173.25,-40.93
88.88,156.37,-67.5
21.86,129.47,-107.61
-12.61,101.05,-113.67
-51.56,70.53,-122.09
-126.53,31.12,-157.65
-169.89,-9.08,-160.81
-272.14,-61.69,-210.44
-331.58,-115.67,-215.91
-380.92,-168.72,-212.2
-421.24,-219.22,-202.02
-432.98,-261.98,-171.0
-532.81,-316.14,-216.67
-591.31,-371.18,-220.14
-619.78,-420.9,-198.88
-641.08,-464.93,-176.14
-583.84,-488.71,-95.12
-520.32,-495.04,-25.29
-466.1,-489.25,23.15
-413.25,-474.05,60.8
-365.0,-452.24,87.24
-313.79,-424.55,110.76
-258.28,-391.29,133.02
-192.11,-351.46,159.35
-111.97,-303.56,191.59
-87.76,-260.4,172.64
-86.67,-225.65,138.98
-145.52,-209.63,64.11
-187.38,-205.18,17.8
-190.39,-202.22,11.83
-143.21,-190.42,47.21
-100.45,-172.43,71.97
-67.28,-151.4,84.12
-34.08,-127.93,93.85
-15.79,-105.5,89.72
-30.46,-90.5,60.03
-28.74,-78.14,49.4
15.76,-59.36,75.12
34.89,-40.51,75.4
13.24,-29.76,43.0
-26.97,-29.2,2.23
-56.57,-34.68,-21.89
-71.7,-42.08,-29.61
-109.01,-55.47,-53.54
-110.93,-66.56,-44.37
-157.94,-84.84,-73.11
-270.28,-121.93,-148.36
-436.37,-184.82,-251.56
-556.81,-259.21,-297.6
-641.04,-335.58,-305.46
-742.08,-416.88,-325.2
-763.77,-486.26,-277.51
-738.31,-536.67,-201.64
-755.6,-580.46,-175.14
-749.66,-614.3,-135.37
-756.11,-642.66,-113.45
-824.85,-679.1,-145.75
-887.28,-720.73,-166.55
-857.92,-748.17,-109.75
-813.34,-761.21,-52.14
-745.33,-758.03,12.7
-678.5,-742.12,63.62
-652.02,-724.1,72.08
-555.22,-690.33,135.11
-460.82,-644.43,183.61
-387.92,-593.12,205.21
-327.9,-540.08,212.18
-246.57,-481.38,234.81
-167.08,-418.52,251.44
-130.51,-360.92,230.4
-128.8,-314.49,185.7
-170.32,-285.66,115.33
-185.45,-265.62,80.17
-215.81,-255.66,39.84
-240.9,-252.7,11.81
-309.88,-264.14,-45.74
-298.31,-270.98,-27.34
-288.69,-274.52,-14.17
-284.26,-276.47,-7.79
-295.77,-280.33,-15.45
-303.18,-284.9,-18.29
-260.64,-280.05,19.41
-160.41,-256.12,95.71
-14.94,-207.88,192.94
109.12,-144.48,253.6
209.94,-73.6,283.54
292.54,-0.37,292.91
382.56,76.21,306.35
437.55,148.48,289.07
458.06,210.4,247.66
449.66,258.25,191.41
395.26,285.65,109.61
377.09,303.94,73.15
298.97,302.95,-3.98
183.12,278.98,-95.87
36.2,230.42,-194.23
-103.96,163.55,-267.51
-309.58,68.92,-378.51
-485.54,-41.97,-443.57
-592.07,-151.99,-440.08
-732.34,-268.06,-464.28
-799.98,-374.45,-425.54
-854.43,-470.44,-383.99
-877.13,-551.78,-325.35
-850.21,-611.47,-238.74
-796.34,-648.44,-147.9
-801.29,-679.01,-122.28
-768.86,-696.98,-71.88
-708.12,-699.21,-8.91
-651.37,-689.64,38.27
-662.9,-684.29,21.39
-751.03,-697.64,-53.39
-765.5,-711.21,-54.29
-796.58,-728.28,-68.29
-835.85,-749.8,-86.05
-832.29,-766.3,-66.0
-795.0,-772.04,-22.97
-707.58,-759.15,51.57
-634.33,-734.18,99.85
-586.82,-704.71,117.89
-506.51,-665.07,158.56
-493.3,-630.72,137.42
-513.04,-607.18,94.14
-459.7,-577.69,117.98
-398.93,-541.93,143.01
-391.34,-511.81,120.48
-324.25,-474.3,150.05
-245.19,-428.48,183.29
-169.88,-376.76,206.88
-128.34,-327.07,198.74
-15.56,-264.77,249.21
56.64,-200.49,257.13
109.89,-138.41,248.31
154.07,-79.92,233.98
133.7,-37.19,170.89
139.41,-1.87,141.28
167.43,31.99,135.45
195.24,64.64,130.61
206.37,92.99,113.38
250.05,124.4,125.65
285.24,156.57,128.68
298.28,184.91,113.37
312.76,210.48,102.28
335.01,235.39,99.63
397.64,267.84,129.8
426.92,299.65,127.27
496.24,338.97,157.27
522.55,375.69,146.86
532.2,406.99,125.21
538.67,433.33,105.34
538.87,454.43,84.44
547.55,473.06,74.49
566.7,491.79,74.92
563.23,506.08,57.16
547.96,514.45,33.51
527.74,517.11,10.63
512.93,516.28,-3.34
468.89,506.8,-37.91
410.12,487.46,-77.34
347.31,459.43,-112.12
329.59,433.47,-103.87
303.53,407.48,-103.95
306.12,387.21,-81.09
400.84,389.93,10.9
463.88,404.72,59.15
479.6,419.7,59.9
489.33,433.62,55.7
498.85,446.67,52.18
546.45,466.62,79.82
572.55,487.81,84.74
542.3,498.71,43.59
528.62,504.69,23.93
515.74,506.9,8.84
478.73,501.27,-22.53
464.0,493.81,-29.82
464.75,488.0,-23.25
459.8,482.36,-22.56
424.05,470.7,-46.65
412.35,459.03,-46.68
406.14,448.45,-42.31
382.15,435.19,-53.04
356.69,419.49,-62.8
308.84,397.36,-88.52
246.94,367.28,-120.34
213.56,336.53,-122.97
188.96,307.02,-118.06
211.76,287.97,-76.21
220.92,274.56,-53.64
201.02,259.85,-58.83
121.27,232.13,-110.86
58.73,197.45,-138.72
-18.76,154.21,-172.97
-56.91,111.99,-168.9
-49.47,79.7,-129.16
-28.9,57.98,-86.87
-41.81,38.02,-79.83
-64.88,17.44,-82.32
-73.54,-0.75,-72.78
-77.77,-16.16,-61.61
-84.7,-29.87,-54.84
-110.41,-45.98,-64.44
-101.18,-57.02,-44.16
-52.05,-56.02,3.97
83.89,-28.04,111.93
252.95,28.16,224.79
390.67,100.66,290.01
480.55,176.64,303.91
559.92,253.3,306.62
609.74,324.58,285.15
655.37,390.74,264.63
650.93,442.78,208.15
632.45,480.71,151.74
634.69,511.51,123.18
620.86,533.38,87.48
591.5,545.0,46.5
529.9,541.98,-12.08
497.18,533.02,-35.84
481.78,522.77,-40.99
455.33,509.28,-53.96
420.24,491.48,-71.24
381.52,469.48,-87.97
337.44,443.08,-105.63
287.85,412.03,-124.18
276.47,384.92,-108.44
272.64,362.46,-89.82
297.31,349.43,-52.12
318.05,343.16,-25.11
316.62,337.85,-21.23
386.39,347.56,38.84
434.18,364.88,69.3
498.38,391.58,106.8
532.82,419.83,112.99
535.96,443.06,92.91
530.39,460.52,69.87
492.91,467.0,25.9
471.62,467.93,3.7
449.71,464.28,-14.57
439.63,459.35,-19.72
443.23,456.13,-12.9
406.46,446.2,-39.73
380.67,433.09,-52.42
352.89,417.05,-64.16
332.23,400.09,-67.86
331.79,386.43,-54.63
319.24,372.99,-53.75
286.64,355.72,-69.08
254.85,335.55,-80.7
235.67,315.57,-79.9
217.48,295.95,-78.47
278.66,292.49,-13.83
202.67,274.53,-71.86
124.98,244.62,-119.64
61.39,207.97,-146.58
-8.32,164.72,-173.03
-39.18,123.94,-163.12
-51.35,88.88,-140.23
-25.32,66.04,-91.36
-5.46,51.74,-57.2
67.32,54.86,12.47
99.27,63.74,35.53
143.27,79.64,63.62
179.89,99.69,80.2
147.0,109.16,37.85
149.99,117.32,32.67
151.09,124.08,27.02
124.82,124.23,0.6
112.28,121.84,-9.56
139.57,125.38,14.19
153.13,130.93,22.2
157.48,136.24,21.24
161.64,141.32,20.32
143.2,141.7,1.5
118.73,137.1,-18.38
95.56,128.79,-33.24
83.18,119.67,-36.49
74.29,110.6,-36.3
64.92,101.46,-36.54
41.75,89.52,-47.77
19.39,75.49,-56.1
13.28,63.05,-49.77
24.32,55.31,-30.98
38.24,51.89,-13.65
46.7,50.85,-4.16
35.26,47.73,-12.48
5.69,39.33,-33.63
-0.39,31.38,-31.77
11.0,27.31,-16.31
14.67,24.78,-10.11
9.87,21.8,-11.92
25.68,22.57,3.1
14.88,21.04,-6.15
0.53,16.93,-16.41
8.63,15.27,-6.64
80.89,28.4,52.49
148.63,52.44,96.19
175.47,77.05,98.42
193.9,100.42,93.48
203.97,121.13,82.84
200.77,137.06,63.71
201.22,149.89,51.33
210.25,161.96,48.29
213.06,172.18,40.88
208.46,179.44,29.03
198.38,183.23,15.15
165.38,179.66,-14.28
150.26,173.78,-23.52
146.03,168.23,-22.2
124.33,159.45,-35.12
98.69,147.3,-48.61
70.12,131.86,-61.74
27.97,111.08,-83.11
-19.68,84.93,-104.61
-51.32,57.68,-109.0
-69.38,32.27,-101.65
-72.06,11.4,-83.47
-38.47,1.43,-39.9
-22.26,-3.31,-18.95
2.92,-2.07,4.98
7.72,-0.11,7.83
25.22,4.96,20.27
44.35,12.84,31.52
54.41,21.15,33.26
52.73,27.47,25.26
29.26,27.83,1.43
42.07,30.67,11.39
44.78,33.5,11.28
39.76,34.75,5.01
35.36,34.87,0.49
44.27,36.75,7.52
29.18,35.24,-6.06
-8.06,26.58,-34.63
-38.75,13.51,-52.27
-110.2,-11.23,-98.97
-145.35,-38.05,-107.3
-159.93,-62.43,-97.5
-212.84,-92.51,-120.33
-285.61,-131.13,-154.48
-345.31,-173.97,-171.34
-428.41,-224.86,-203.56
-524.69,-284.82,-239.87
-567.55,-341.37,-226.18
-560.35,-385.16,-175.19
-538.04,-415.74,-122.3
-510.04,-434.6,-75.44
-487.9,-445.26,-42.64
-467.96,-449.8,-18.16
-433.08,-446.46,13.38
-415.55,-440.27,24.73
-376.61,-427.54,50.93
-340.09,-410.05,69.96
-342.09,-396.46,54.36
-301.52,-377.47,75.95
-236.53,-349.28,112.75
-182.69,-315.96,133.27
-155.41,-283.85,128.44
-123.27,-251.73,128.47
-84.86,-218.36,133.5
-59.88,-186.66,126.79
-51.51,-159.63,108.12
-38.68,-135.44,96.76
-20.89,-112.53,91.64
-5.71,-91.17,85.46
12.06,-70.52,82.58
2.39,-55.94,58.33
-14.8,-47.71,32.91
-43.45,-46.86,3.41
-75.64,-52.61,-23.02
-114.52,-65.0,-49.53
-174.6,-86.92,-87.68
-200.04,-109.54,-90.5
-209.21,-129.47,-79.73
-222.04,-147.99,-74.05
-198.46,-158.08,-40.38
-167.37,-159.94,-7.43
-134.13,-154.78,20.64
-90.38,-141.9,51.52
-42.8,-122.08,79.28
79.33,-81.8,161.13
161.96,-33.05,195.01
222.08,17.98,204.1
264.34,67.25,197.09
288.2,111.44,176.76
313.88,151.93,161.95
311.72,183.89,127.83
297.97,206.7,91.26
300.8,225.52,75.28
319.76,244.37,75.39
349.02,265.3,83.72
323.59,276.96,46.64
295.62,280.69,14.93
259.44,276.44,-17.0
242.99,269.75,-26.76
233.11,262.42,-29.31
220.82,254.1,-33.29
187.37,240.76,-53.38
151.92,222.99,-71.07
138.22,206.03,-67.82
100.34,184.89,-84.56
83.58,164.63,-81.05
63.96,144.5,-80.53
43.27,124.25,-80.98
-10.53,97.3,-107.83
-63.0,65.24,-128.23
-82.72,35.64,-118.37
-83.7,11.78,-95.48
-84.18,-7.42,-76.77
-84.7,-22.87,-61.83
-85.19,-35.34,-49.85
-112.62,-50.79,-61.83
-130.7,-66.77,-63.93
-135.09,-80.44,-54.66
-165.06,-97.36,-67.7
-196.91,-117.27,-79.64
-197.77,-133.37,-64.4
-185.17,-143.73,-41.44
-195.31,-154.05,-41.26
-149.93,-153.22,3.29
-130.74,-148.73,17.99
-130.89,-145.16,14.27
-137.61,-143.65,6.04
-163.83,-147.69,-16.15
-236.69,-165.49,-71.2
-328.32,-198.05,-130.27
-384.99,-235.44,-149.55
-401.6,-268.67,-132.92
-417.74,-298.48,-119.25
-442.26,-327.24,-115.02
-445.58,-350.91,-94.68
-485.94,-377.91,-108.03
-527.29,-407.79,-119.5
-530.17,-432.27,-97.9
-518.71,-449.55,-69.16
-507.35,-461.11,-46.24
-472.96,-463.48,-9.48
-480.46,-466.88,-13.58
-442.91,-462.09,19.17
-402.47,-450.16,47.69
-366.73,-433.48,66.75
-331.1,-413.0,81.9
-269.16,-384.23,115.08
-221.39,-351.66,130.27
-161.18,-313.57,152.39
-120.16,-274.89,154.72
-97.24,-239.36,142.11
-95.47,-210.58,115.11
-88.06,-186.08,98.01
-106.53,-170.17,63.63
-35.96,-143.33,107.37
17.02,-111.26,128.28
78.31,-73.34,151.65
131.8,-32.32,164.11
168.56,7.86,160.7
197.57,45.8,151.77
230.08,82.66,147.42
239.77,114.08,125.69
239.77,139.22,100.55
236.69,158.71,77.98
251.25,177.22,74.03
272.65,196.31,76.35
304.2,217.88,86.31
299.65,234.24,65.41
286.69,244.73,41.96
279.84,251.75,28.09
287.8,258.96,28.84
271.21,261.41,9.8
245.73,258.28,-12.54
240.63,254.75,-14.12
209.06,245.61,-36.55
195.61,235.61,-40.0
240.41,236.57,3.84
264.32,242.12,22.2
278.21,249.34,28.87
276.82,254.83,21.99
270.05,257.88,12.18
252.22,256.75,-4.52
232.79,251.96,-19.16
230.67,247.7,-17.03
224.53,243.06,-18.54
216.26,237.7,-21.45
204.21,231.0,-26.8
194.8,223.76,-28.96
163.28,211.67,-48.38
141.21,197.57,-56.37
119.64,181.99,-62.35
125.66,170.72,-45.06
153.51,167.28,-13.77
214.11,176.65,37.46
406.29,222.58,183.72
534.51,284.96,249.55
606.93,349.36,257.57
649.06,409.3,239.76
679.02,463.24,215.78
713.72,513.34,200.39
723.71,555.41,168.3
716.66,587.66,129.0
664.09,602.95,61.15
645.44,611.45,33.99
618.07,612.77,5.3
577.54,605.72,-28.19
540.62,592.7,-52.09
492.41,572.64,-80.24
442.6,546.63,-104.03
362.43,509.79,-147.36
219.54,451.74,-232.2
148.62,391.12,-242.5
80.84,329.06,-248.22
85.85,280.42,-194.57
119.06,248.15,-129.09
179.31,234.38,-55.07
217.69,231.04,-13.35
226.05,230.04,-3.99
201.15,224.26,-23.12
161.26,211.66,-50.4
132.57,195.85,-63.28
102.23,177.12,-74.89
101.74,162.05,-60.31
77.41,145.12,-67.71
51.38,126.37,-74.99
40.13,109.12,-69.0
31.06,93.51,-62.45
-7.02,73.4,-80.43
-18.42,55.04,-73.45
-21.17,39.8,-60.97
-29.16,26.01,-55.16
-11.55,18.49,-30.05
2.42,15.28,-12.86
0.62,12.35,-11.72
-0.61,9.76,-10.37
-9.32,5.94,-15.26
23.13,9.38,13.75
40.38,15.58,24.8
39.69,20.4,19.29
41.5,24.62,16.88
28.8,25.46,3.34
72.34,34.83,37.51
86.29,45.13,41.17
102.66,56.63,46.03
163.74,78.05,85.69
200.51,102.54,97.96
225.7,127.18,98.53
186.86,139.11,47.74
137.1,138.71,-1.61
133.63,137.69,-4.06
143.78,138.91,4.87
140.74,139.28,1.47
103.56,132.13,-28.58
81.09,121.92,-40.83
61.42,109.82,-48.4
27.51,93.36,-65.85
19.74,78.64,-58.89
21.52,67.21,-45.69
19.44,57.66,-38.22
13.02,48.73,-35.72
12.0,41.38,-29.39
-3.68,32.37,-36.05
31.34,32.17,-0.83
73.47,40.43,33.05
120.64,56.47,64.17
129.44,71.06,58.38
142.2,85.29,56.91
157.23,99.68,57.55
171.29,114.0,57.29
206.76,132.55,74.21
364.67,178.98,185.69
501.19,243.42,257.77
588.19,312.37,275.82
665.34,382.97,282.37
720.68,450.51,270.17
740.99,508.61,232.38
759.12,558.71,200.41
797.45,606.46,190.99
803.95,645.95,157.99
814.4,679.64,134.76
758.18,695.35,62.83
733.83,703.05,30.78
720.01,706.44,13.57
698.76,704.9,-6.14
682.04,700.33,-18.29
687.98,697.86,-9.88
664.06,691.1,-27.04
648.26,682.53,-34.27
609.5,667.92,-58.43
615.3,657.4,-42.1
654.3,656.78,-2.48
659.01,657.22,1.78
698.17,665.41,32.76
697.88,671.91,25.98
660.97,669.72,-8.75
595.79,654.93,-59.15
580.33,640.01,-59.68
594.41,630.89,-36.48
547.64,614.24,-66.61
496.87,590.77,-93.9
389.48,550.51,-161.03
304.81,501.37,-196.56
270.08,455.11,-185.03
141.3,392.35,-251.05
28.36,319.55,-291.19
-58.0,244.04,-302.04
-105.27,174.18,-279.45
-111.09,117.13,-228.21
-108.91,71.92,-180.83
-96.61,38.21,-134.82
-106.17,9.34,-115.5
-116.04,-15.74,-100.3
-109.56,-34.5,-75.05
-84.48,-44.5,-39.99
-72.38,-50.07,-22.3
-49.35,-49.93,0.58
-44.57,-48.86,4.29
-47.79,-48.64,0.86
-67.89,-52.49,-15.4
-82.86,-58.56,-24.29
-130.43,-72.94,-57.49
-149.71,-88.29,-61.42
-141.21,-98.88,-42.33
-110.37,-101.17,-9.19
-108.19,-102.58,-5.61
-98.24,-101.71,3.47
-93.28,-100.02,6.75
-95.04,-99.03,3.98
-83.18,-95.86,12.68
-22.73,-81.23,58.5
23.9,-60.2,84.11
61.65,-35.83,97.48
81.17,-12.43,93.6
88.18,7.69,80.49
108.62,27.87,80.74
95.87,41.47,54.4
70.07,47.19,22.88
57.63,49.28,8.35
-54.87,28.45,-83.32
-131.09,-3.46,-127.64
-216.75,-46.12,-170.64
-284.65,-93.82,-190.83
-352.39,-145.54,-206.85
-445.17,-205.46,-239.71
-544.4,-273.25,-271.15
-567.57,-332.12,-235.46
-590.23,-383.74,-206.49
-614.79,-429.95,-184.84
-570.39,-458.04,-112.35
-505.57,-467.54,-38.03
-435.4,-461.12,25.71
-387.46,-446.38,58.92
-325.9,-422.29,96.39
-282.26,-394.28,112.02
-228.79,-361.18,132.39
-199.23,-328.79,129.56
-188.17,-300.67,112.49
-194.32,-279.4,85.08
-188.53,-261.22,72.7
-146.16,-238.21,92.05
-89.16,-208.4,119.24
-26.94,-172.11,145.17
10.06,-135.68,145.73
34.03,-101.73,135.77
39.75,-73.44,113.19
52.89,-48.17,101.06
85.3,-21.48,106.78
54.8,-6.22,61.02
2.67,-4.44,7.11
-76.36,-18.83,-57.53
-123.48,-39.76,-83.72
-161.87,-64.18,-97.69
-223.16,-95.98,-127.19
-296.27,-136.03,-160.23
-341.2,-177.07,-164.13
-426.08,-226.87,-199.21
-433.93,-268.28,-165.65
-409.2,-296.47,-112.74
-377.4,-312.65,-64.75
-355.24,-321.17,-34.07
-340.22,-324.98,-15.24
-374.61,-334.9,-39.7
-446.74,-357.27,-89.47
-511.45,-388.11,-123.35
-589.5,-428.39,-161.11
-946.24,-531.96,-414.28
-1229.73,-671.51,-558.22
-1378.8,-812.97,-565.83
-1467.15,-943.8,-523.35
-1483.63,-1051.77,-431.86
-1577.48,-1156.91,-420.57
-1632.16,-1251.96,-380.2
-1682.23,-1338.01,-344.21
-1808.54,-1432.12,-376.42
-1756.19,-1496.93,-259.26
-1677.48,-1533.04,-144.43
-1599.36,-1546.31,-53.05
-1494.65,-1535.97,41.32
-1397.15,-1508.21,111.06
-1327.4,-1472.05,144.65
-1231.78,-1423.99,192.21
-1123.15,-1363.83,240.68
-988.6,-1288.78,300.18
-862.34,-1203.49,341.16
-734.77,-1109.75,374.97
-657.24,-1019.25,362.01
-539.39,-923.27,383.89
-442.07,-827.03,384.97
-350.73,-731.77,381.04
-263.41,-638.1,374.69
-198.29,-550.14,351.84
-181.07,-476.32,295.26
-105.68,-402.19,296.52
-39.55,-329.67,290.11
-30.74,-269.88,239.14
-31.21,-222.15,190.94
-43.93,-186.5,142.57
-6.75,-150.55,143.81
-24.74,-125.39,100.65
-29.36,-106.18,76.82
-127.66,-110.48,-17.18
-271.4,-142.66,-128.74
-361.64,-186.46,-175.18
